# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.8822,298.98,99.979,-22.306,100.41,22.314,25.016,0.002748,25.016,0.0062938,9.2969,0.58924,32.9,-106,9.7945,0.13687,0,0.064304,-0.0016987,1136,0,0.18316,0.0087285,74.115,65.549,1.0879,0.29686,6390207,0,14.191,0.48568,0.48571,0.31178,0.04244,0.13146,0.034515,0.037055,4.8524e-4,0,0,0,0,3.6433e-8,0.012317,7.874,48.695,83.295,0.0061254,NaN,12.732,972.32,339.01,0.01,0.1802
2.8922,299.98,99.757,-22.241,100.19,22.25,25.109,0.0027671,25.109,0.0063141,9.2907,0.64069,32.9,-106,9.7945,0.12835,0,0.32523,-0.004017,1136,0,0.18316,0.0087285,74.118,65.549,1.0883,0.29621,6375546,0,14.124,0.48558,0.4856,0.31179,0.04238,0.13141,0.03236,0.035252,3.0711e-4,0,0,0,0,9.3609e-7,0.01229,7.874,48.695,83.297,0.0059261,NaN,12.725,972.2,339.01,0.01,0.18067
2.9022,300.98,99.535,-22.172,99.967,22.184,25.202,0.002786,25.202,0.0063338,9.284,0.72184,32.9,-106,9.7945,0.11501,0,0.56745,-0.0030726,1136,0,0.18316,0.0087285,74.123,65.549,1.0889,0.29556,6360960,0,14.058,0.48548,0.4855,0.3118,0.042321,0.13136,0.028991,0.031134,4.7161e-4,0,0,0,0,2.8623e-6,0.012263,7.874,48.695,83.301,0.005723,NaN,12.719,972.09,339.01,0.01,0.18113
2.9122,301.97,99.313,-22.096,99.745,22.113,25.295,0.0028047,25.295,0.0063529,9.276,0.86953,32.9,-106,9.7945,0.091028,0,0.76874,-0.0047474,1136,0,0.18316,0.0087285,74.133,65.549,1.0901,0.29491,6346532,0,13.992,0.48539,0.4854,0.31182,0.042262,0.13131,0.022934,0.024622,-4.7002e-5,0,0,0,0,5.2763e-6,0.012236,7.874,48.695,83.308,0.0056235,NaN,12.712,971.97,339,0.01,0.18154
2.9222,302.96,99.093,-22.02,99.525,22.044,25.388,0.0028232,25.388,0.0063714,9.2666,1.0213,32.9,-106,9.7945,0.066105,0,0.92057,-0.0086405,1136,0,0.18316,0.0087285,74.143,65.549,1.0914,0.29427,6332144,0,13.926,0.48529,0.4853,0.31183,0.042204,0.13126,0.016647,0.0184,-1.8688e-4,0,0,0,0,7.5995e-6,0.012209,7.874,48.695,83.316,0.0054815,NaN,12.706,971.85,339,0.01,0.18204
2.9322,303.95,98.873,-21.945,99.305,21.976,25.48,0.0028415,25.48,0.0063894,9.2556,1.174,32.9,-106,9.7945,0.040757,0,1.0232,-0.014447,1136,0,0.18316,0.0087285,74.153,65.549,1.0927,0.29363,6317797,0,13.861,0.48519,0.4852,0.31184,0.042146,0.13121,0.010258,0.011589,6.6978e-5,0,0,0,0,9.4292e-6,0.012182,7.874,48.695,83.326,0.0052229,NaN,12.699,971.74,338.99,0.01,0.18244
2.9422,304.94,98.654,-21.87,99.086,21.91,25.573,0.0028595,25.573,0.0064068,9.2431,1.3246,32.9,-106,9.7945,0.015472,0,1.0778,-0.033358,1136,0,0.18316,0.0087285,74.163,65.549,1.094,0.29299,6303490,0,13.797,0.4851,0.4851,0.31185,0.042088,0.13116,0.0038924,0.004639,3.408e-4,0,0,0,0,1.0509e-5,0.012155,7.874,48.695,83.337,0.0050273,NaN,12.693,971.62,338.99,0.01,0.18274
2.9522,305.93,98.435,-21.796,98.867,21.846,25.665,0.0028774,25.665,0.0064235,9.2291,1.4675,32.9,-106,9.7945,0.0088475,0,-1.0827,-0.055382,1136,0,0.18316,0.0087285,74.166,65.549,1.0943,0.29235,6289216,0,13.733,0.48501,0.48501,0.31186,0.042031,0.13111,0.0022254,0.0020112,-1.7345e-4,0,0,0,0,-1.065e-5,0.012128,7.874,48.695,83.347,0.0049154,NaN,12.686,971.51,338.99,0.01,0.18304
2.9622,306.91,98.218,-21.725,98.649,21.783,25.757,0.002895,25.757,0.0064397,9.2138,1.5938,32.9,-106,9.7945,0.030662,0,-1.0459,-0.015833,1136,0,0.18316,0.0087285,74.156,65.549,1.0931,0.29172,6274962,0,13.669,0.48491,0.48491,0.31188,0.041974,0.13106,0.0077153,0.0082214,2.867e-4,0,0,0,0,-9.9831e-6,0.012102,7.874,48.695,83.358,0.0048973,NaN,12.68,971.39,338.98,0.01,0.18337
2.9722,307.89,98.001,-21.655,98.431,21.722,25.85,0.0029124,25.85,0.0064554,9.1973,1.7113,32.9,-106,9.7945,0.051197,0,-0.96787,-0.010784,1136,0,0.18316,0.0087285,74.148,65.549,1.092,0.29108,6260747,0,13.605,0.48482,0.48482,0.31189,0.041917,0.13101,0.012887,0.013798,1.1361e-4,0,0,0,0,-8.5865e-6,0.012075,7.874,48.695,83.368,0.0050704,NaN,12.674,971.28,338.98,0.01,0.18376
2.9822,308.87,97.785,-21.587,98.215,21.663,25.941,0.0029296,25.941,0.0064705,9.1796,1.818,32.9,-106,9.7945,0.070117,0,-0.85336,-0.010261,1136,0,0.18316,0.0087285,74.14,65.549,1.091,0.29045,6246571,0,13.542,0.48473,0.48473,0.3119,0.04186,0.13097,0.017655,0.01926,-3.0345e-4,0,0,0,0,-6.7042e-6,0.012048,7.874,48.695,83.377,0.0054566,NaN,12.667,971.16,338.98,0.01,0.18456
2.9922,309.85,97.569,-21.52,97.998,21.605,26.033,0.0029466,26.033,0.0064852,9.161,1.9125,32.9,-106,9.7945,0.087135,0,-0.70508,-0.0091947,1136,0,0.18316,0.0087285,74.132,65.549,1.0901,0.28982,6232433,0,13.479,0.48463,0.48465,0.31191,0.041804,0.13092,0.021946,0.024331,-3.9879e-4,0,0,0,0,-4.5968e-6,0.012022,7.874,48.695,83.385,0.0059853,NaN,12.661,971.05,338.97,0.01,0.18507
3.0022,310.82,97.354,-21.456,97.782,21.548,26.125,0.0029635,26.125,0.0064996,9.1414,1.9892,32.9,-106,9.7945,0.10134,0,-0.52519,-0.0077478,1136,0,0.18316,0.0087285,74.126,65.549,1.0893,0.28919,6218325,0,13.416,0.48454,0.48456,0.31192,0.041748,0.13087,0.02553,0.027799,3.1501e-4,0,0,0,0,-2.5616e-6,0.011995,7.874,48.695,83.391,0.0065474,NaN,12.655,970.93,338.97,0.01,0.18558
3.0122,311.79,97.14,-21.395,97.567,21.492,26.216,0.0029804,26.216,0.0065137,9.1213,2.0381,32.9,-106,9.7945,0.11102,0,-0.32492,-0.0075352,1136,0,0.18316,0.0087285,74.122,65.549,1.0887,0.28856,6204227,0,13.354,0.48445,0.48447,0.31193,0.041692,0.13082,0.027973,0.03013,-4.3766e-4,0,0,0,0,-9.8481e-7,0.011969,7.874,48.695,83.396,0.00716,NaN,12.648,970.82,338.96,0.01,0.18621
3.0222,312.76,96.926,-21.336,97.353,21.436,26.307,0.0029972,26.307,0.0065277,9.1007,2.0729,32.9,-106,9.7945,0.11838,0,-0.11279,-0.0068027,1136,0,0.18316,0.0087285,74.119,65.549,1.0883,0.28793,6190166,0,13.292,0.48436,0.48438,0.31194,0.041637,0.13078,0.02983,0.032129,4.4359e-4,0,0,0,0,-1.1919e-7,0.011943,7.874,48.695,83.398,0.0077264,NaN,12.642,970.7,338.96,0.01,0.18705
3.0322,313.73,96.713,-21.279,97.139,21.381,26.398,0.0030139,26.398,0.0065416,9.0799,2.0936,32.9,-106,9.7945,0.12338,0,0.11038,-0.0081031,1136,0,0.18316,0.0087285,74.116,65.549,1.088,0.2873,6176143,0,13.23,0.48427,0.48429,0.31196,0.041581,0.13073,0.031091,0.0337,-9.8128e-5,0,0,0,0,1.1466e-7,0.011916,7.874,48.695,83.398,0.0083769,NaN,12.636,970.59,338.96,0.01,0.18758
3.0422,314.7,96.501,-21.223,96.925,21.327,26.489,0.0030307,26.489,0.0065556,9.0589,2.1002,32.9,-106,9.7945,0.12601,0,0.33992,-0.008773,1136,0,0.18316,0.0087285,74.115,65.549,1.0879,0.28668,6162157,0,13.169,0.48418,0.4842,0.31197,0.041526,0.13068,0.031755,0.034567,2.7132e-4,0,0,0,0,1.092e-6,0.01189,7.874,48.695,83.396,0.0091003,NaN,12.629,970.48,338.95,0.01,0.18793
3.0522,315.66,96.289,-21.169,96.712,21.273,26.579,0.0030476,26.579,0.0065697,9.0379,2.0978,32.9,-106,9.7945,0.12706,0,0.57011,-0.0093803,1136,0,0.18316,0.0087285,74.114,65.549,1.0878,0.28606,6148218,0,13.107,0.48409,0.48411,0.31198,0.041472,0.13064,0.03202,0.035093,-8.9044e-5,0,0,0,0,3.0854e-6,0.011864,7.874,48.695,83.391,0.0098665,NaN,12.623,970.36,338.95,0.01,0.1883
3.0622,316.62,96.077,-21.115,96.5,21.219,26.669,0.0030646,26.669,0.006584,9.0169,2.0973,32.9,-106,9.7945,0.12834,0,0.80431,-0.0098208,1136,0,0.18316,0.0087285,74.113,65.549,1.0877,0.28544,6134349,0,13.047,0.484,0.48402,0.31199,0.041417,0.13059,0.032344,0.035559,1.7793e-4,0,0,0,0,6.1679e-6,0.011838,7.874,48.695,83.384,0.010592,NaN,12.617,970.25,338.94,0.01,0.1887
3.0722,317.58,95.866,-21.063,96.288,21.166,26.759,0.0030818,26.759,0.0065986,8.996,2.0835,32.9,-106,9.7944,0.12733,0,1.0364,-0.01008,1136,0,0.18316,0.0087285,74.114,65.549,1.0877,0.28482,6120517,0,12.986,0.48391,0.48393,0.312,0.041363,0.13055,0.032087,0.034873,2.4409e-4,0,0,0,0,1.0285e-5,0.011812,7.874,48.695,83.375,0.011311,NaN,12.611,970.14,338.94,0.01,0.18908
3.0822,318.54,95.656,-21.013,96.076,21.113,26.849,0.0030992,26.849,0.0066137,8.9753,2.0575,32.9,-106,9.7944,0.12414,0,1.2629,-0.010759,1136,0,0.18316,0.0087285,74.115,65.549,1.0878,0.2842,6106722,0,12.926,0.48382,0.48384,0.31201,0.041309,0.1305,0.031281,0.034195,-4.9021e-4,0,0,0,0,1.534e-5,0.011786,7.874,48.695,83.364,0.011971,NaN,12.604,970.03,338.94,0.01,0.18952
3.0922,319.5,95.446,-20.964,95.865,21.061,26.939,0.0031169,26.939,0.0066292,8.9549,2.0201,32.9,-106,9.7944,0.11891,0,1.4825,-0.011922,1136,0,0.18316,0.0087285,74.116,65.549,1.0881,0.28358,6092964,0,12.866,0.48373,0.48375,0.31202,0.041256,0.13045,0.02996,0.032346,-3.8115e-4,0,0,0,0,2.1231e-5,0.01176,7.874,48.695,83.35,0.012535,NaN,12.598,969.91,338.93,0.01,0.18991
3.1022,320.45,95.237,-20.92,95.655,21.01,27.028,0.0031348,27.028,0.0066452,8.935,1.9452,32.9,-106,9.7944,0.10717,0,1.6866,-0.013668,1136,0,0.18316,0.0087285,74.121,65.549,1.0886,0.28297,6079183,0,12.807,0.48365,0.48366,0.31203,0.041203,0.13041,0.026994,0.029159,3.285e-4,0,0,0,0,2.7597e-5,0.011734,7.874,48.695,83.334,0.013069,NaN,12.592,969.8,338.93,0.01,0.19029
3.1122,321.4,95.028,-20.886,95.445,20.961,27.118,0.003153,27.118,0.0066619,8.9164,1.7713,32.9,-106,9.7944,0.078213,0,1.8523,-0.017417,1136,0,0.18316,0.0087285,74.133,65.549,1.0901,0.28234,6065237,0,12.746,0.48356,0.48357,0.31204,0.041149,0.13036,0.019689,0.021498,-2.6168e-4,0,0,0,0,3.3435e-5,0.011709,7.874,48.695,83.316,0.013587,NaN,12.586,969.69,338.93,0.01,0.19072
3.1222,322.35,94.819,-20.853,95.236,20.914,27.207,0.0031715,27.207,0.0066791,8.8996,1.5969,32.9,-106,9.7944,0.048832,0,1.9638,-0.024419,1136,0,0.18316,0.0087285,74.144,65.549,1.0916,0.28172,6051328,0,12.686,0.48347,0.48347,0.31206,0.041095,0.13032,0.012286,0.013382,-3.6794e-4,0,0,0,0,3.7751e-5,0.011683,7.874,48.695,83.297,0.013957,NaN,12.58,969.58,338.92,0.01,0.19192
3.1322,323.3,94.611,-20.821,95.027,20.869,27.296,0.0031904,27.296,0.0066969,8.8844,1.4251,32.9,-106,9.7944,0.019563,0,2.0232,-0.058193,1136,0,0.18316,0.0087285,74.156,65.549,1.0931,0.2811,6037455,0,12.626,0.48338,0.48338,0.31207,0.041042,0.13027,0.0049192,0.0052353,-6.3871e-5,0,0,0,0,4.0247e-5,0.011657,7.874,48.695,83.277,0.014234,NaN,12.574,969.47,338.92,0.01,0.19701
3.1422,324.24,94.403,-20.788,94.819,20.826,27.384,0.0032096,27.384,0.0067154,8.871,1.2584,32.9,-106,9.7944,0.0091336,0,-2.0313,-0.11599,1136,0,0.18316,0.0087285,74.16,65.549,1.0936,0.28048,6023619,0,12.567,0.48329,0.48329,0.31208,0.040988,0.13023,0.0022962,0.0029904,-4.5111e-4,0,0,0,0,-4.075e-5,0.011632,7.874,48.695,83.257,0.014493,NaN,12.567,969.36,338.91,0.01,0.19749
3.1522,325.18,94.195,-20.752,94.611,20.782,27.473,0.0032292,27.473,0.0067345,8.8592,1.1151,32.9,-106,9.7944,0.033942,0,-1.9965,-0.029544,1136,0,0.18316,0.0087285,74.15,65.549,1.0923,0.27986,6009854,0,12.508,0.48321,0.48321,0.31209,0.040936,0.13018,0.0085368,0.0094367,4.403e-5,0,0,0,0,-3.9539e-5,0.011606,7.874,48.695,83.237,0.01466,NaN,12.561,969.25,338.91,0.01,0.19802
3.1622,326.13,93.988,-20.711,94.403,20.736,27.562,0.0032491,27.562,0.0067542,8.8485,1.0344,32.9,-106,9.7944,0.047923,0,-1.9245,-0.019904,1136,0,0.18316,0.0087285,74.144,65.549,1.0915,0.27925,5996244,0,12.45,0.48312,0.48312,0.3121,0.040884,0.13014,0.012056,0.012837,3.7894e-6,0,0,0,0,-3.6901e-5,0.011581,7.874,48.695,83.217,0.014739,NaN,12.555,969.14,338.91,0.01,0.19843
3.1722,327.06,93.781,-20.668,94.196,20.691,27.65,0.0032693,27.65,0.0067745,8.8385,0.96147,32.9,-106,9.7944,0.060617,0,-1.8297,-0.016436,1136,0,0.18316,0.0087285,74.138,65.549,1.0908,0.27864,5982669,0,12.392,0.48304,0.48304,0.31211,0.040832,0.13009,0.015252,0.016884,-1.7454e-5,0,0,0,0,-3.35e-5,0.011556,7.874,48.695,83.198,0.014709,NaN,12.549,969.03,338.9,0.01,0.19881
3.1822,328,93.574,-20.625,93.99,20.645,27.738,0.0032898,27.738,0.0067954,8.8292,0.8972,32.9,-106,9.7944,0.071844,0,-1.7149,-0.012514,1136,0,0.18316,0.0087285,74.133,65.549,1.0902,0.27804,5969129,0,12.335,0.48295,0.48296,0.31212,0.04078,0.13005,0.018081,0.019941,3.583e-4,0,0,0,0,-2.9557e-5,0.01153,7.874,48.695,83.18,0.014556,NaN,12.543,968.92,338.9,0.01,0.1992
3.1922,328.94,93.368,-20.581,93.784,20.598,27.827,0.0033107,27.827,0.0068168,8.8205,0.84221,32.9,-106,9.7944,0.081466,0,-1.5816,-0.011483,1136,0,0.18316,0.0087285,74.129,65.549,1.0897,0.27743,5955624,0,12.278,0.48287,0.48288,0.31213,0.040729,0.13001,0.020505,0.022461,-4.2627e-4,0,0,0,0,-2.5253e-5,0.011505,7.874,48.695,83.164,0.014318,NaN,12.537,968.81,338.9,0.01,0.19961
3.2022,329.87,93.163,-20.538,93.579,20.553,27.915,0.0033318,27.915,0.0068387,8.8124,0.78009,32.9,-106,9.7944,0.092404,0,-1.4323,-0.0097657,1136,0,0.18316,0.0087285,74.124,65.549,1.0891,0.27683,5942116,0,12.221,0.48278,0.4828,0.31214,0.040678,0.12996,0.023262,0.025776,-4.7863e-4,0,0,0,0,-2.0801e-5,0.01148,7.874,48.695,83.149,0.013995,NaN,12.531,968.7,338.89,0.01,0.20002
3.2122,330.8,92.957,-20.501,93.374,20.512,28.003,0.0033532,28.003,0.0068609,8.8051,0.67182,32.9,-106,9.7944,0.11168,0,-1.2579,-0.0065018,1136,0,0.18316,0.0087285,74.116,65.549,1.088,0.27622,5928514,0,12.164,0.4827,0.48272,0.31215,0.040627,0.12992,0.028124,0.030406,7.6935e-5,0,0,0,0,-1.6115e-5,0.011455,7.874,48.695,83.135,0.013722,NaN,12.525,968.59,338.89,0.01,0.20044
3.2222,331.73,92.753,-20.462,93.169,20.47,28.091,0.0033748,28.091,0.0068834,8.7989,0.5777,32.9,-106,9.7944,0.1285,0,-1.0538,-0.0063982,1136,0,0.18316,0.0087285,74.109,65.549,1.0871,0.27561,5914947,0,12.107,0.48261,0.48264,0.31216,0.040576,0.12987,0.03237,0.03528,3.4428e-5,0,0,0,0,-1.1361e-5,0.01143,7.874,48.695,83.124,0.013414,NaN,12.519,968.48,338.89,0.01,0.20087
3.2322,332.65,92.548,-20.421,92.965,20.427,28.179,0.0033966,28.179,0.0069063,8.7935,0.49858,32.9,-106,9.7944,0.14267,0,-0.82351,-0.006411,1136,0,0.18316,0.0087285,74.103,65.549,1.0864,0.275,5901414,0,12.05,0.48253,0.48256,0.31217,0.040525,0.12983,0.035947,0.039221,-5.2841e-5,0,0,0,0,-6.9683e-6,0.011405,7.874,48.695,83.114,0.013018,NaN,12.513,968.37,338.88,0.01,0.20148
3.2422,333.58,92.344,-20.379,92.762,20.384,28.267,0.0034186,28.267,0.0069293,8.7889,0.43498,32.9,-106,9.7944,0.15405,0,-0.57498,-0.0067659,1136,0,0.18316,0.0087285,74.098,65.549,1.0857,0.2744,5887915,0,11.994,0.48245,0.48248,0.31218,0.040474,0.12979,0.038822,0.041894,-3.7155e-4,0,0,0,0,-3.4121e-6,0.01138,7.874,48.695,83.107,0.012551,NaN,12.507,968.26,338.88,0.01,0.20189
3.2522,334.5,92.141,-20.334,92.558,20.338,28.355,0.0034406,28.355,0.0069524,8.7848,0.39696,32.9,-106,9.7944,0.16077,0,-0.31164,-0.0068665,1136,0,0.18316,0.0087285,74.095,65.549,1.0853,0.27379,5874472,0,11.938,0.48236,0.4824,0.31219,0.040424,0.12975,0.040519,0.044113,3.16e-4,0,0,0,0,-1.0068e-6,0.011355,7.874,48.695,83.103,0.012031,NaN,12.501,968.15,338.87,0.01,0.20834
3.2622,335.42,91.938,-20.284,92.356,20.288,28.443,0.0034628,28.443,0.0069756,8.7807,0.40764,32.9,-106,9.7944,0.15851,0,-0.044246,-0.0090898,1136,0,0.18316,0.0087285,74.096,65.549,1.0854,0.27319,5861139,0,11.882,0.48228,0.48232,0.3122,0.040374,0.1297,0.039946,0.043503,-2.4623e-4,0,0,0,0,-2.0385e-8,0.01133,7.874,48.695,83.101,0.011369,NaN,12.495,968.05,338.87,0.01,0.20995
3.2722,336.34,91.735,-20.232,92.154,20.236,28.53,0.003485,28.53,0.0069987,8.7766,0.43133,32.9,-106,9.7944,0.15374,0,0.21474,-0.010427,1136,0,0.18316,0.0087285,74.098,65.549,1.0857,0.2726,5847840,0,11.827,0.4822,0.48224,0.31222,0.040325,0.12966,0.03874,0.04236,-3.0467e-4,0,0,0,0,4.8226e-7,0.011306,7.874,48.695,83.102,0.010589,NaN,12.489,967.94,338.87,0.01,0.21287
3.2822,337.26,91.533,-20.179,91.952,20.184,28.618,0.0035072,28.618,0.0070217,8.7721,0.46695,32.9,-106,9.7944,0.14663,0,0.46412,-0.010063,1136,0,0.18316,0.0087285,74.1,65.549,1.086,0.272,5834575,0,11.772,0.48212,0.48215,0.31223,0.040276,0.12962,0.036942,0.040267,-4.1745e-4,0,0,0,0,2.2627e-6,0.011281,7.874,48.695,83.105,0.0098013,NaN,12.483,967.83,338.86,0.01,0.21572
3.2922,338.17,91.331,-20.124,91.751,20.131,28.706,0.0035293,28.706,0.0070444,8.7672,0.51332,32.9,-106,9.7944,0.13737,0,0.69918,-0.010668,1136,0,0.18316,0.0087285,74.104,65.549,1.0864,0.27141,5821343,0,11.717,0.48204,0.48207,0.31224,0.040227,0.12958,0.034602,0.037939,4.0356e-4,0,0,0,0,5.1577e-6,0.011256,7.874,48.695,83.111,0.0090398,NaN,12.477,967.72,338.86,0.01,0.22425
3.3022,339.08,91.13,-20.067,91.551,20.076,28.793,0.0035513,28.793,0.0070668,8.7618,0.58668,32.9,-106,9.7944,0.12289,0,0.91397,-0.01216,1136,0,0.18316,0.0087285,74.109,65.549,1.0872,0.27082,5808184,0,11.663,0.48196,0.48198,0.31225,0.040178,0.12953,0.030947,0.033398,-1.6104e-5,0,0,0,0,8.852e-6,0.011232,7.874,48.695,83.119,0.0082644,NaN,12.471,967.62,338.86,0.01,0.22652
3.3122,339.99,90.93,-20.003,91.351,20.016,28.881,0.0035732,28.881,0.0070887,8.7552,0.72643,32.9,-106,9.7944,0.095724,0,1.0921,-0.014902,1136,0,0.18316,0.0087285,74.12,65.549,1.0886,0.27023,5795196,0,11.61,0.48188,0.48189,0.31226,0.04013,0.12949,0.024093,0.026013,2.1465e-4,0,0,0,0,1.2693e-5,0.011207,7.874,48.695,83.129,0.0074858,NaN,12.465,967.51,338.85,0.01,0.23008
3.3222,340.9,90.73,-19.938,91.151,19.957,28.968,0.0035949,28.968,0.0071102,8.7472,0.86819,32.9,-106,9.7944,0.06786,0,1.2231,-0.020603,1136,0,0.18316,0.0087285,74.132,65.549,1.09,0.26965,5782241,0,11.556,0.4818,0.48181,0.31227,0.040083,0.12945,0.017071,0.018295,-2.8331e-5,0,0,0,0,1.5989e-5,0.011183,7.874,48.695,83.141,0.0066625,NaN,12.459,967.4,338.85,0.01,0.23203
3.3322,341.81,90.531,-19.875,90.952,19.9,29.056,0.0036163,29.056,0.0071311,8.7378,1.0096,32.9,-106,9.7944,0.039767,0,1.3104,-0.030919,1136,0,0.18316,0.0087285,74.143,65.549,1.0914,0.26907,5769319,0,11.503,0.48172,0.48172,0.31228,0.040035,0.12941,0.0099984,0.010443,-2.7036e-4,0,0,0,0,1.8435e-5,0.011159,7.874,48.695,83.154,0.005815,NaN,12.453,967.3,338.85,0.01,0.2358
3.3422,342.71,90.333,-19.811,90.753,19.844,29.143,0.0036375,29.143,0.0071513,8.727,1.1483,32.9,-106,9.7944,0.011909,0,1.348,-0.089549,1136,0,0.18316,0.0087285,74.154,65.549,1.0928,0.26849,5756429,0,11.451,0.48164,0.48164,0.31228,0.039988,0.12937,0.0029925,0.0033295,1.2498e-4,0,0,0,0,1.9592e-5,0.011134,7.874,48.695,83.167,0.005075,NaN,12.447,967.19,338.84,0.01,0.24279
3.3522,343.61,90.135,-19.752,90.555,19.792,29.23,0.0036583,29.23,0.0071708,8.7149,1.2562,32.9,-106,9.7944,0.01036,0,-1.3472,-0.094225,1136,0,0.18316,0.0087285,74.155,65.549,1.0929,0.26791,5743511,0,11.398,0.48157,0.48157,0.31229,0.039941,0.12933,0.0026033,0.0026197,-2.8909e-5,0,0,0,0,-1.9654e-5,0.01111,7.874,48.695,83.181,0.0044617,NaN,12.442,967.09,338.84,0.01,0.24913
3.3622,344.51,89.938,-19.703,90.358,19.744,29.318,0.0036788,29.318,0.0071895,8.7023,1.2706,32.9,-106,9.7944,0.014722,0,-1.3284,-0.067354,1136,0,0.18316,0.0087285,74.153,65.549,1.0926,0.26732,5730417,0,11.345,0.48149,0.48149,0.3123,0.039893,0.12929,0.0036993,0.0036332,4.8093e-4,0,0,0,0,-1.9193e-5,0.011086,7.874,48.695,83.194,0.0038878,NaN,12.436,966.98,338.83,0.01,0.25072
3.3722,345.41,89.741,-19.655,90.161,19.696,29.405,0.0036989,29.405,0.0072074,8.6895,1.2829,32.9,-106,9.7944,0.018688,0,-1.3023,-0.05438,1136,0,0.18316,0.0087285,74.151,65.549,1.0924,0.26674,5717356,0,11.292,0.48141,0.48141,0.31231,0.039846,0.12925,0.0046964,0.0046636,-3.0045e-4,0,0,0,0,-1.853e-5,0.011062,7.874,48.695,83.207,0.0033571,NaN,12.43,966.87,338.83,0.01,0.25229
3.3822,346.31,89.545,-19.607,89.964,19.649,29.491,0.0037186,29.491,0.0072246,8.6766,1.2929,32.9,-106,9.7944,0.022217,0,-1.2711,-0.045364,1136,0,0.18316,0.0087285,74.149,65.549,1.0922,0.26615,5704326,0,11.24,0.48133,0.48133,0.31232,0.039799,0.12921,0.0055834,0.0058613,4.01e-4,0,0,0,0,-1.7729e-5,0.011038,7.874,48.695,83.22,0.0028182,NaN,12.424,966.77,338.83,0.01,0.25278
3.3922,347.2,89.349,-19.56,89.768,19.603,29.578,0.003738,29.578,0.0072408,8.6637,1.3003,32.9,-106,9.7944,0.02526,0,-1.2322,-0.042132,1136,0,0.18316,0.0087285,74.147,65.549,1.092,0.26557,5691329,0,11.187,0.48125,0.48126,0.31233,0.039752,0.12917,0.0063484,0.0068191,-4.6105e-5,0,0,0,0,-1.6734e-5,0.011014,7.874,48.695,83.233,0.002387,NaN,12.418,966.66,338.82,0.01,0.25429
3.4022,348.1,89.154,-19.51,89.572,19.555,29.665,0.0037569,29.665,0.0072562,8.6506,1.3292,32.9,-106,9.7944,0.032501,0,-1.1884,-0.031462,1136,0,0.18316,0.0087285,74.144,65.549,1.0916,0.26499,5678419,0,11.136,0.48118,0.48118,0.31234,0.039705,0.12913,0.0081691,0.0088138,-9.1029e-5,0,0,0,0,-1.5636e-5,0.01099,7.874,48.695,83.245,0.0020926,NaN,12.412,966.56,338.82,0.01,0.25555
3.4122,348.99,88.959,-19.453,89.377,19.506,29.751,0.0037754,29.751,0.0072707,8.6368,1.4355,32.9,-106,9.7944,0.055058,0,-1.121,-0.017328,1136,0,0.18316,0.0087285,74.135,65.549,1.0904,0.26442,5665734,0,11.085,0.4811,0.48111,0.31235,0.03966,0.12909,0.013844,0.014735,3.1291e-4,0,0,0,0,-1.3972e-5,0.010966,7.874,48.695,83.256,0.0018527,NaN,12.407,966.46,338.82,0.01,0.25717
3.4222,349.88,88.764,-19.396,89.182,19.457,29.837,0.0037934,29.837,0.0072844,8.6219,1.5336,32.9,-106,9.7944,0.07612,0,-1.0187,-0.012422,1136,0,0.18316,0.0087285,74.126,65.549,1.0892,0.26385,5653080,0,11.034,0.48103,0.48104,0.31236,0.039614,0.12905,0.019147,0.020763,2.1154e-6,0,0,0,0,-1.1588e-5,0.010942,7.874,48.695,83.267,0.0017543,NaN,12.401,966.35,338.81,0.01,0.25805
3.4322,350.76,88.571,-19.341,88.988,19.409,29.923,0.0038111,29.923,0.0072973,8.6061,1.6221,32.9,-106,9.7943,0.095407,0,-0.88578,-0.0081063,1136,0,0.18316,0.0087285,74.118,65.549,1.0882,0.26328,5640456,0,10.984,0.48095,0.48097,0.31237,0.039569,0.12901,0.024006,0.02662,3.8047e-4,0,0,0,0,-8.7996e-6,0.010918,7.874,48.695,83.277,0.0017396,NaN,12.395,966.25,338.81,0.01,0.259
